,src,trg
0,imagine we on argument you make joke with my dead dog i say shut up because your behaviour i bully you anyway they did not say about bully instead they say hurt it is true his word hurt but at same time word hurt him so where the bully part,"stel jou voor dat ons op argument jy maak grap met my dooie hond, ek sê stil, want jou gedrag ek boelie jou in elk geval, hulle het nie oor boelie gesê nie, maar sê dat hulle seer is, dit is waar dat sy woord seer is, maar terselfdertyd het die woord hom seergemaak, waar die boelie deel"
1,yes that was an age joke so what,"ja, dit was 'n ouderdomsgrap, so wat"
2,is this a joke it is a joke right,"is dit 'n grap, dit is 'n grap reg"
3,doubt it but is actively one of the least fun ever even as a joke it out quickly,"twyfel dit, maar is aktief een van die minste pret, selfs as 'n grap vinnig"
4,made a joke in have made it a joke,"het 'n grap gemaak, het dit 'n grap gemaak"
5,_ when i was younger i thought it was back in the  is military rarely got accepted as leave and had to do it while they were home but now that older i think it as a joke or part of a script and hallmark done took it too far,"_ toe ek jonger was, het ek gedink dat dit terug is in die is -militêr, word selde as verlof aanvaar en moes dit doen terwyl hulle tuis was, maar nou dat ouer ek dink dit as 'n grap of 'n deel van 'n draaiboek en die kenmerk daarvan gedoen het, het dit te ver gevoer"
6,my ex be like crazy on but be telling people he so with me a joke don t tell people about me knowing you moving dirty,"my eks is soos mal, maar vertel mense dat hy so saam met my 'n grap vertel dat mense nie weet dat jy vuil beweeg nie"
7,you real like to laugh at people as if your entire existence is not ah joke,jy hou regtig daarvan om vir mense te lag asof jou hele bestaan ​​nie 'n grap is nie
8,what a load of complete nonsense our justice system is a complete joke and obviously not fit for purpose,wat 'n vrag volkome nonsens is ons regstelsel 'n volledige grap en is natuurlik nie geskik vir die doel nie
9,_kevani_ it was a tone deaf joke that no one found funny know ur place,"_kevani_ dit was 'n doof grap wat niemand snaaks gevind het nie, weet u plek"
10,hoax these were already to rich we just got waiting room was an absolute joke not normal person a pair you f,"hoax dit was al te ryk, ons het net wagkamer 'n absolute grap nie normale persoon 'n paar wat jy f het nie"
11,i before twitter it to me i thought about it but decided it should stay as testament to the joke not being up to your usual,"ek het dit voor my aan my voorgekom, ek het daaraan gedink, maar besluit dat dit moet bly as 'n bewys van die grap om nie na u gewone te wees nie"
12,resort to the name calling you know and i know most of the committee very little time to seeking the truth they just go on say their peace and stop anyone from saying anything important under oath is another joke,"gebruik die naam wat u noem, en ek ken die meeste van die komitee baie min tyd om die waarheid te soek wat hulle net aangaan en hul vrede sê en iemand keer om iets belangriks te sê onder eed is nog 'n grap"
