,src,trg
0,summer vacation identity v x x wild pitch,somervakansie identiteit v x x wilde toonhoogte
1,_bullet slight difference being that pogba is agent was constantly flirting with the idea of him leaving when injured decided to go a over the globe and also spending more time himself on social media than actually being on the pitch,_bullet 'n geringe verskil dat pogba is agent het voortdurend geflirt met die idee dat hy vertrek toe beseer besluit het om 'n oor die hele wêreld te gaan en ook self meer tyd op sosiale media te spandeer as om op die veld te wees
2,that the pitch went flat the for not supporting enough,dat die toonhoogte plat geloop het om nie genoeg te ondersteun nie
3,_ out the side for the save and base rounded while the for being up and a guy with a pitch,"_ uit die kant van die save and base afgerond, terwyl die op is en 'n man met 'n toonhoogte"
4,clearly talking rubbish as club are ahead of at moment on and off the pitch,dit is duidelik dat hy rommel as klub op 'n oomblik op en van die veld af praat
5,_mushtaq ma sha very good and the target which was impossible on that pitch because sri works hard,_mushtaq ma sha baie goed en die teiken wat op daardie toonhoogte onmoontlik was omdat sri hard werk
6,_sport that is because he would be on the pitch first pick ya wee slag,"_sport dit is omdat hy op die veld sou wees, eerste kies"
7,did you know you can order directly from my well you can and get free both murder at first pitch and concession stand are available now,"het u geweet dat u direk by my put kan bestel, en u kan gratis moord kry by die eerste toonhoogte en konsessie -stand is nou beskikbaar"
8,like a trickster game welcome take the body of this creature where you do not have to work food is all the time living quarters medication aplenty good company you never have to sleep for food this pitch always work,"soos 'n truukspeletjie welkom, neem die liggaam van hierdie wese waar u nie hoef te werk nie, is die hele tyd living quarters medikasie baie goeie geselskap. u hoef nooit vir kos te slaap nie. hierdie toonhoogte werk altyd altyd"
9,this guy is talented seen him in comfortable on any pitch against any bowler,hierdie man is talentvol gesien hoe hy gemaklik op enige veld teen enige bouler is
10,_killie they have got the pitch laid now before the ground even been built it to be there will be two of non stop work then six of nothing,_killie hulle het die toonhoogte nou gelê voordat die grond selfs gebou is om te wees daar sal twee van nie -stopwerk wees as ses van niks
11,oh god i put this out of my head but is really good at what he to be an voice the pitch he a lot of the accent its scary he does it when reading,"o god, ek het dit uit my kop gesit, maar is regtig goed met wat hy 'n stem is, die toonhoogte hy baie van die aksent, dit is eng."
12,you risk when you do not pitch for a year and say you are still going to leave for more money than the million you are getting each of the next two,u waag wanneer u nie 'n jaar lank opstaan ​​nie en sê dat u steeds meer geld gaan verlaat as die miljoen wat u elkeen van die volgende twee kry
13, is next event is on th to put in a pitch for are now open,"is die volgende gebeurtenis op die punt om 'n toonhoogte te sit, is nou oop"
