,src,trg
0,final inn assumption farewell to four in the school is th ever state baseball appearance,final inn assumption farewell to four in die skool is die baseball -voorkoms ooit
1,oh stubborn and reckless hero you let me have a small taste of true friendship farewell,"o, hardkoppige en roekelose held, jy laat my 'n klein voorsmakie van ware vriendskap afskeid neem"
2,was it an adaptation of farewell to i think i saw that one once,was dit 'n aanpassing van afskeid as ek dink ek het daardie een een keer gesien?
3,i grew up here i grew up as a player i grew up as a person said in an emotional farewell appearance in the locker room i have to understand that i have to move on,"ek het hier grootgeword. ek het grootgeword as 'n speler wat ek grootgeword het as 'n persoon wat in 'n emosionele afskeidsverskyning in die kleedkamer gesê het, moet ek verstaan ​​dat ek moet aangaan"
4,night i am not to be on twitter lest i get spoiled on the new better call episode farewell,"nag ek moet nie op twitter wees nie, sodat ek nie bederf word oor die nuwe better call -episode afskeid nie"
5,mirror falsely he  wouldelivered every promise' in  havengeful' farewell speech over growing evidence of corruption as he gave a rambling minute speech,"spieël valslik hy het elke belofte 'in 'n haveful' afskeidstoespraak oor groeiende bewyse van korrupsie gelewer, terwyl hy 'n sukkelende minuut toespraak gelewer het"
6,dangerous times farewell to the age of innocence,gevaarlike tyd afskeid van die era van onskuld
7,lucky it did not thing like that the effect of a night for her professor linking her in front shaky on his poor old sot his farewell,gelukkig het dit nie so gedoen dat die effek van 'n nag vir haar professor haar voor sy arme ou afskeid neem nie
8,the confession kiss and the farewell kiss,die bekentenis soen en die afskeid soen
9,the end of an era link for s emotional farewell,die einde van 'n era -skakel vir die emosionele afskeid
10,_tirabassi it was a very respectful farewell i am trying to remember how west was i do remember pettit is,_tirabassi dit was 'n baie eerbiedige afskeid wat ek probeer onthou hoe wes was ek wel onthou pettit is
11,farewell,vaarwel
12,the end of an era link for s emotional farewell,die einde van 'n era -skakel vir die emosionele afskeid
13,farewell we barely knew you i guess they him to introduce the shame we did not get to see more of him though cos i his first episode singing in the,"afskeid ons het jou skaars geken, ek dink hulle het hom die skande bekendgestel dat ons nie meer van hom kon sien nie, alhoewel ek sy eerste episode in die"
14,please somebody save of tomorrow dont let s be we are deserve proper farewell oh my god why do not you just us one chance how many ti i need to beg you ti red,"asseblief iemand behalwe môre, moenie laat nie, ons verdien behoorlike afskeid o my god, waarom doen jy nie net ons een kans hoeveel ti ek moet smeek nie"
15,do not be dismayed by good a farewell is necessary before you can meet again and meeting again after or is certain for those who are,"moenie deur die goeie ontsteld wees nie, 'n afskeid is nodig voordat u weer kan vergader en weer sal vergader of seker is vir diegene wat dit is"
16,_lopez _ thank you yes it is an appropriate quote for this occasion while i am looking forward to leading a new school it is difficult to say farewell,"_lopez _ dankie ja, dit is 'n gepaste aanhaling vir hierdie geleentheid, terwyl ek uitsien om 'n nuwe skool te lei, dit is moeilik om afskeid te neem"
17,_yarn _tirabassi you think if they were forcing him out they would give him a year long farewell tour because i do not,"_yarn _tirabassi jy dink as hulle hom dwing, sou hulle hom 'n jaar lange afskeidstoer gee omdat ek dit nie doen nie"
18,what are you saying brother they literally posted it as a farewell post because very likely to leave also if you think he is standard u clearly didnt watch him against united he was,"wat sê jy, broer, hulle het dit letterlik as 'n afskeidspos geplaas, want dit sal waarskynlik ook vertrek as jy dink dat hy standaard is dat jy hom nie teen united gekyk het nie"
19,read our farewell to employee who retired last month after with us,lees ons afskeid van die werknemer wat verlede maand saam met ons afgetree het
20,and enjoy lunch with pal via,en geniet middagete met pal via
21,farewell is ted hosting it,afskeid is om dit aan te bied
22,here are the we have a date for right b my we wave farewell to as he his on his next horizon for a great they are to while they work on yet another i but,"hier is die ons het 'n afspraak vir reg b my ons waai afskeid soos hy op sy volgende horison vir 'n wonderlike waarvoor hulle moet werk terwyl hulle aan nog een werk, maar"
23,a theme was broken here today farewell,'n tema is vandag hier verbreek
24,should have been wenger is farewell game on the old enemy,sou gewees het dat wenger afskeid het van die ou vyand
25,farewell,vaarwel
26,so long farewell,so lank afskeid
27,farewell and know you will live on in your music and our hearts,afskeid en weet dat u in u musiek en ons harte sal leef
28,those who took the decision to allow polyester obviously have no pride in the,diegene wat die besluit geneem het om toe te laat dat poliëster natuurlik nie trots is op die nie
29,do not worry there is probably a farewell next month,moenie bekommerd wees dat daar waarskynlik volgende maand 'n afskeid is nie
30,good night don i m watching your farewell he leaves behind a great legacy my and are with his family and during this difficult time rip don are with the family and international community,"goeie nag, ek kyk na jou afskeid."
31,farewell,vaarwel
32,it definitely like more to give it a better farewell,dit is beslis meer om dit 'n beter afskeid te gee
33,why do i get the feeling that this is his farewell tour,waarom kry ek die gevoel dat dit sy afskeidstoer is?
34,so summary of today bojo told everyone who t like him to piss off at parliament his never leaving fast enough farewell tour bravo,so 'n samevatting van vandag het bojo vir almal gesê wat nie van hom hou om by die parlement af te pis nie.
35,we would like to say farewell to our amazing staff hay and jing not pictured thank you for all of your hard work and to the department we will miss you happy retirement,"ons wil afskeid neem van ons ongelooflike personeel hay en jing nie op die foto nie, dankie vir al u harde werk en aan die departement, ons sal u gelukkige aftrede mis"
36,really sorry never an easy thing saying farewell to family i will say a prayer light a candle for you,"regtig jammer nooit 'n maklike ding om afskeid van familie te sê nie, ek sal 'n gebedslig 'n kers vir u sê"
37,farewell then who can take solace in the fact that since the tory wacky electorate and up no relation to the real electorate of the,afskeid dan wat troos kan raak in die feit dat sedert die tory wacky -kiesers nie verband hou met die regte kiesers van die
38,so farewell then you her majesty well in combat apparently although you did not have much experience in politics but what you in knowledge you made up in ambition albeit not really in charisma or personality,"tot dusver af, dan is jy haar majesteit goed in die geveg, hoewel jy nie veel ervaring in die politiek gehad het nie, maar wat jy in kennis uitmaak in ambisie, hoewel nie regtig in charisma of persoonlikheid nie"
39,you are just upset because you meeting me during the farewell on,jy is net ontsteld omdat jy my ontmoet tydens die afskeid van
40,starmer is final farewell to our in the commons been as vituperative anybody got the full recording i just fancy a pleasant evening is relaxation as he into what the vast majority of us think about this over privileged obscenity,"starmer is 'n finale afskeid van ons in die commons, so vituperatief iemand het die volle opname gekry."
41,farewell,vaarwel
42,so farewell then the only vaguely sane tory left in the race,tot dusver die enigste vaagweg gesonde tory in die wedloop
43,new low price c th anniversary farewell to plated via _canada,nuwe lae prys c th herdenking afskeid om via _canada te bedek
44,zinchenko is farewell post for now funny he could not bear the separation so chose to follow him,"zinchenko is 'n afskeidspos vir nou snaaks dat hy nie die skeiding kon dra nie, en verkies om hom te volg"
45,i am sure he had on at his farewell party yesterday,ek is seker dat hy gister op sy afskeidspartytjie gehad het
46,so no chance of a farewell have an amazing adventure enjoy everything try and keep cool,daar is dus geen kans op 'n afskeid nie.
