,src,trg
0,_nic their chemistry is no joke if you have watched the scene where she him but i am honestly in love with this couple and will not be opposed to another drama with them together also the and the entire cast for the drama are doing an amazing job,"_nic hul chemie is geen grap as u die toneel waar sy hom gekyk het nie, maar ek is eerlik verlief op hierdie paartjie en sal nie gekant wees teen 'n ander drama saam met hulle saam nie, en die hele rolverdeling vir die drama doen 'n ongelooflike werk"
1,_berman is a joke of a reporter,_berman is 'n grap van 'n verslaggewer
2,i never said it was a joke it also like you re the only one offended that someone said they don t like your favorite game i m sure there a many i like you probably don t the difference between you and me is i don t base my worth around,"ek het nooit gesê dit is 'n grap nie, want jy is ook die enigste wat aanstoot neem dat iemand gesê het dat hulle nie van jou gunsteling spel hou nie; ek is seker daar is baie wat ek wil hê dat jy waarskynlik nie die verskil tussen jou nie en ek is dat ek nie my moeite werd is nie in die omtrek"
3,thank you it was a good joke,dankie dit was 'n goeie grap
4,every day the joke that rogan is basically a khan who foreign natural debate the of the universe as a preamble to which one he to execute is more and more apt,"elke dag is die grap dat rogan basies 'n khan is wat die vreemde debat van die heelal as 'n aanhef waaraan hy moet uitvoer, meer en meer geskik is"
5,how the did you automatically know that he is making a mockery about white washing how did you know that he was not just making a simple light hearted joke like honestly you are being rude and then be sensitive,"hoe het u outomaties geweet dat hy 'n bespotting maak oor wit was, hoe het u geweet dat hy nie net 'n eenvoudige, lighartige grap maak soos eerlik is dat u onbeskof is en dan sensitief is nie"
6,this is a joke based on a sam ted talk how it s not clear he s here,dit is 'n grap wat gebaseer is op 'n sam ted -praatjie hoe dit nie duidelik is dat hy hier is nie
7,it is not a joke,dit is nie 'n grap nie
8,visual is not a joke ever,visuele is nooit 'n grap nie
9,both of you have i must be warn you all clear water and food is more valuable than buy a land for create food and gathering water bill gated is very land in is like fiat money is just politic and like politic is a joke,"albei van julle het ek moet waarsku dat u alle duidelike water is, en kos is meer waardevol as om 'n grond te koop om kos te skep en om water te versamel, is baie grond, soos fiat geld is net politiek en soos politiek 'n grap is"
10,now this is funny is a joke for a reason,nou is dit snaaks is 'n grap om 'n rede
11,yeah the joke here was that many people who speak hate the boston accent because they think it trashy i personally love the accent and that the are upper class do not know how you the joke alan,"ja, die grap hier was dat baie mense wat praat, die boston -aksent haat omdat hulle dink dit is as ek persoonlik van die aksent hou en dat die hoër klas nie weet hoe jy die grap alan is nie"
12,i love how mad some people are over this obvious joke,ek hou van hoe mal sommige mense oor hierdie voor die hand liggende grap is
13,they get it because it s joke,hulle kry dit omdat dit grap is
14,joke of the day پنجاب_کپتان_کا,grap van die dag پنجاب_کپتان_کا
15,sorry it was intended as a joke i also t know hank had a chronic illness,"jammer dat dit bedoel was as 'n grap, ek weet ook nie dat hank 'n chroniese siekte gehad het nie"
16,it s not a funny joke,dit is nie 'n snaakse grap nie
17,_n_sass who said i am them will not accept until they are good good joke in a life time a good score,"_n_ss wat gesê het dat ek dit is, sal nie aanvaar voordat hulle in 'n leeftyd 'n goeie grap is nie"
18,_chappell when our cheating lying leadership is such a joke you either laugh or cry until we get them all out of there hopefully before they completely destroy the,"_chappell as ons bedrieglike leierskap so 'n grap is, lag jy of huil totdat ons almal daar weg is voordat hulle die"
19,massage are such a joke,massering is so 'n grap
20,you people threaten for not your made up so that s why the joke is used,"julle mense dreig omdat u nie opgemaak is nie, sodat die grap gebruik word"
21,you the out of me with this joke,jy die uit my met hierdie grap
22,yeah i was by how many people did not pick up on the joke here by pointing this out i have been accused of suffering from 'irony poisoning',"ja, ek was by hoeveel mense nie die grap hier opgetel het deur dit uit te wys nie, ek is daarvan beskuldig dat ek aan 'ironievergiftiging' gely het"
23,i also t forget to throw in a light joke and some smooth talk here and there and to always smile and please everybody,ek kan ook nie vergeet om hier en daar 'n ligte grap in te gooi nie en om altyd te glimlag en almal te behaag
24,good lord that tweet was a joke as i already to you are utterly delusional about the viability of their and their i really do respect the you hold and how you organize but it s pure delusion over there,"goeie heer dat tweet 'n grap was, want ek is al vir u heeltemal mislei oor die lewensvatbaarheid van hulle en hulle respekteer regtig die wat u hou en hoe u organiseer, maar dit is 'n suiwer misleiding daarheen"
25,is this a joke they t put on her,is dit 'n grap wat hulle nie op haar sit nie?
26,yeah but like all gay people say they re straight as a joke,"ja, maar soos alle gay mense sê dat hulle reguit as 'n grap is"
27,your a joke man,jy is 'n grap man
28,driving in la is a joke,om in la te ry is 'n grap
29,is this like a dad joke,is dit soos 'n pa grap
30,where is the stupid sulfa it is in the living room the sulfa is in the living room between the end tables you made a joke,"waar is die dom sulfa, dit is in die sitkamer, die sulfa is in die sitkamer tussen die eindtafels, jy het 'n grap gemaak"
31,but the joke will unfortunately be on us,maar die grap sal ongelukkig op ons wees
32,i m sure next with a sneer he will accuse people of to twist what was clearly a joke,"ek is seker met 'n gek, hy sal mense daarvan beskuldig dat hy 'n grap wil verdraai"
33,i somebody out for coffee who t even live where i live as a joke so it was never going to happen she got nasty on you don t even know that s fine it was hilarious this whole thing out exactly as i knew it would this is all hilarious,"ek iemand uit vir koffie wat selfs nie woon waar ek as 'n grap woon nie, so dit gaan nooit gebeur nie, sy het nare op jou geword, en jy weet nie dat dit goed was nie, dit was die hele ding skreeusnaaks presies soos ek geweet het dat dit alles is skreeusnaaks"
