,src,trg
0,_ nice joke,_ intle ihlaya
1,_weyimi imagine i actually took this for a joke but thinking about it further i am just pained right now na there is no regard for us a bit just a bit,_uyimi cinga ukuba ndikuthathe le nto kodwa ndicinga ngayo ngakumbi ndipeyinta nje ngoku ndipeyintikile ngoku ngoku
2,you broke the law instead of pushing to murder their unborn who about teaching them to prevent pregnancy are you also pushing young to marry their is a joke,uphule umthetho endaweni yokutyhala ukubulala ukungazalwane kwabo ngokubafundisa ukukhulelwa ngaba nawe ukuphinda umntwana wakhe
3,_goodall inflation less tha eu have you that lewis of course not you are a joke,_goodall ukunyuka kwamaxabiso ngaphantsi kwe-tha eu unawe
4,a bad joke only you so far in life i guess,i-joke embi kuphela ukuza kuthi ga ngoku ebomini ndiyaqikelela
5,god i feel bad for making that joke yesterday this is so embarrassing,ndiziva kakubi ngokwenza loo jeke izolo lento le ihlazo
6,that cam made me a piece of global joke that cam ruined my public identity so never ever say i am rude when in reality i am constantly i have know we love you we like you to mean we just want to keep hurting you they are vague,ukuba i-cam yandenza iqhekeza le-jikelele elaliyonakalisile i-cam isazisi sam soluntu ukuze nditsho ndithanda ukuba sithanda ukuba sikuthande nje ukuba sikukhathaza
7,is a joke of a news organization,ngaba ihlaya lombutho weendaba
8,_styles it s just a joke as he s got in and only at,_syles suku joke njengoko wangena kwaye kuphela
9,you did not get the joke,khange ufumane ihlaya
10,is there any chance i can remember this joke for future use cause i badly want to,ngaba likho ithuba endinokukhumbula le joke kwixesha elizayo kuba ndifuna kakhulu
11,_ add to it omega zed he it as a joke to see reaction and now is under him being senseless it easy despite being sleep because zed is too wet over this,_ yongeza kuyo i-omela ukuba isuke njengezihlahla ukuze sikwazi ukusabela kwaye ngoku uphantsi kwakhe kulula nangona ulale kuba uzad mamanzi kakhulu kule
12,you are a joke,ungumhle
13,_ s you the joke sweetheart,_ s oyithandayo isithandwa
14,what major event s will be taking place in to keep people away from the you know they are something covid is already starting to show up again and too i joke about but you never know what they will be next,nguwuphi umsitho ophambili owenzeka ukuze ugcine abantu kude nezazi ukuba ziyinto esele iqala ukuveza kwaye ihlekisa ngayo kodwa ungaze wazi ukuba ziya kuba njani
15,i make simple joke and get told by crying person that i am who needs therapy then blocked before can finish reply obvious who actually need therapy,ndenza i-joke elula kwaye ndixelelwe ngumntu endifuna unyango emva koko ndivaliwe ngaphambi kokuba ndigqitywe ngokubonakalayo
16,_x you ate with this joke,_x uyatya ngale joke
17,i really did at jonathan is dad joke see me in the background cracking up,ngokwenene ndenze ujonathan ngutata joke wandibona kwimvelaphi yokuqhekeka
18,yesterday they said today was decisive now tomorrow is decisive this deal is a stress and a joke at all it is also boring now,izolo bathi namhlanje bekuthatha isigqibo ngoku ngomso kuyagqiba le ntsebenzo luxinzelelo kunye nokuhlekisa kuyo yonke loo nto inesidima ngoku
19,_ no way the blue man or his marvel are god is a joke,_ hayi indlela indoda eblowu okanye ummangaliso wakhe nguthixo sisiqhulo
20,i am screaming this is still the best joke i have read this month,ndiyakhwaza le yeyona joke ilungileyo ndiyifundile le nyanga
21,i am definitely not a drop out i know your a joke of a year old who a android still take over more on the market than your piece of pathetic bending there are more for while your only do thing it is sad,ngokuqinisekileyo andiyeki ndiyayazi ihlaya lakho lonyaka ubudala ukuba i-android isathatha ngaphezulu kwintengiso kunendlela yakho ye-everatical ende kakhulu
22,someone tell me this is a joke right how is this even so is this just basically a force to tune a blind eye rape a free for all god help you,umntu othile undixelele ukuba le yindlela yokuhlekisa ilungelo lokuba kunjalo nakweli-ngokusisiseko inyanzelekile ukuba i-tene i-tune idlwenguleni
23,they re not out there seeking the camera on a daily basis like the clown president did so they t really the same and yes you expect way too much the government is a joke right now,akufuni ukufaka imali ngexesha lemihla emihla emva kokuba umbulelo wokuqala kokugqibela kwaye ewe ulindele ukuba urhulumente ulunge kakhulu ngoku
24,_sharpener the hand are the hand foot and mouth disease joke,_sharpener isandla sisiphatho sezandla
25,told me my joke on my story is too niche so now i m sad,undixelele ihlaya lam kwibali lam linguniche ngoku ndibuhlungu
26,because people think it is a joke they say what are you a tree if all you do it pick up trash or recycle,kuba abantu bacinga ukuba bahlekisa bathetha ukuba unjani umthi ukuba yonke into oyenzayo ithatha inkunkuma okanye iphinde isebenze kwakhona
27,i can not be to example the simple joke she is with you,andikwazi ukuba ngumzekelo wokuhlambela ngokulula kuwe
28,it t a joke even his friend calling out the fan boyish tweet he just used that as an excuse to not look like a console warrior,i-cus joke kunye nomhlobo wakhe imbize i-fan boy i-fan i-fan isebenzisa nje loo nto njengesizathu sokungajongi iqhawe le-console
29,you keep this joke it is not particularly funny,ugcina le joke ayimnandi kakhulu
30,if she quick you did a great job as a man if you cum quick you are a joke these are the double standard i am facing right now,ukuba uyakhawuleza wenze umsebenzi omkhulu njengendoda ukuba u-cum uyakhawuleza uyihlambile la yimigangatho ephindwe kabini ndijongeka ngoku
31,_fromoz _statesx _lib _lorean _pilled _magoo hey a joke life s span is only in a room full of short term memory t their strong point and long term memory is for according to a leading republican authority figure,_fromoz _lib _lib _lib _lib _lib _iago hey i-spar span iphela igumbi eligcwele igunya lexesha elide kunye nenkumbulo yexesha elide yeyokufunda igunya leriphabhlikhi yeriphabhlikhi yeriphabhlikhi
32,can i make a poop joke,ndingayenza i-poop joke
33,guessing the joke went over your head,ukuqagela i-joke ihamba ngaphezulu kwentloko yakho
34,that s the joke babe,yiyo i-joke babe
35,that is not constitutional law that is a constitutional joke america is professor of law,lowo ayisiyo umthetho ngokomgaqo-siseko ongumgaqo-siseko wase-america kungumbalwa wolawulo lomthetho
36,i think at this point every group a fat video in their name its j a product of the terrible beauty and to them its j a joke,ndicinga ngeli xesha ngalinye line vidiyo ividiyo enamafutha kwigama labo le-j yimveliso yobuhle obubi kunye nabo
37,are you going to apologize to i understand you were making a joke but some are unacceptable to talk about just apologize for the thing so we can move on we know you didnt mean anything,ngaba uza kucela uxolo ndikuqonde ukuba wenze ihlaya kodwa abanye abamkelekanga ukuba bathethe ngokuxolisa into ukuze sikwazi ukuqhubeka sisazi ukuba awuthethi nto
38,is this a joke it is to me loser insurrection trump the guy with absolutely no brain and the worst to ever sit in ur narcissistic should be in prison today,ngaba le i-jukele kum ilahlekileyo ilahlekile i-guy inomfo ngokupheleleyo akukho qondo kunye neyona imbi kakhulu ukuba ihlale e-urcociestic ifanele ibe sentolongweni namhlanje
39,the joke is we are paying them to do this but when you realize that most of those are it sense,isihlahla sibahlawula ukuba benze le nto kodwa xa uqonda ukuba uninzi lwale yingqondo
40,the joke wrote itself really,i-joke azibhala inyani
41,yes he definitely is double is not a joke especially in a era where people tend to gain fame in the shorter format been an incredibly good performer for at the highest level for all these,ewe ngokuqinisekileyo iphindwe kabini ayisiyo ihlaya ikakhulu kwixesha apho abantu bathanda ukufumana i-fam kwifomathi emifutshane ibe yinto ephezulu kakhulu kuyo yonke le nto
42,is this joke it is be,ngaba le ihlayo
43,_ _ up regular season y all a joke,_ _ ixesha lokugqibela yonke yonke yonke
44,the left about th they can edit spread and not allow the other side to speak but hell no we can t ask reasonable how long will it be till my little is perm shut down also they took over what a joke,ekhohlo malunga ne-t
45,forgot to post but _nx joke of the month,ulibale ukuthumela kodwa _nx joke yenyanga
46,they are all a joke attention,zonke ziyingqwalaselo
47,i do not think i remember anything as glaring as that time cracked a joke as exploded but please correct me if i am wrong,andicingi ukuba ndikhumbula nantoni na njengokuba i-gesing njengoko ixesha laqhekeza ihlaya njengokundilungisa kodwa ndicela undilungise ukuba andilunganga
