,src,trg
0,_damn_muteki _of_debate _fatal _felinemenace _bobby _s _dr _clarkej what is your point it still comes from a man,_daminn_muteki _of_debate _fatal _ilinemenace _i-_dr _crkej yintoni inqaku lakho livela kwindoda
1,in that debate really came for and his family nothing much just ruto is in and the president such a shame,kwelo mpi xoxo beza kwaye usapho lwayo alunalo iruto kuphela kwaye umongameli olona hlazo
2,through the debate have come into conclusion that we must vote wisely,ngokubhekisele kwingxoxo-mpikiswano kufike kwisigqibo sokuba kufuneka sivote ngobulumko
3,this in debate is getting out of hand now,oku kwingxoxo kuyaphuma ngoku
4,after the presidential debate we do not trust you,emva kwengxoxo kamongameli asikuthengisi
5,which debate did you watch,yeyiphi ingxoxo oyibukele
6,_asanwa _d_doe how people decide to throw insult should not be something up for debate na,_asuani _d_doe ukuba abantu bagqiba kwelokuba ukuphosa isithukuthezi akufuneki kube yinto ephezulu yengxoxo na
7,was probably watching the debate yesterday shouting whenever he was dragged,mhlawumbi ibukele impikiswano izolo
8,after all contradiction he made yesterday on the debate platform what are you him for of the same,emva kwayo yonke impikiswano eyenziwe izolo kwiqonga lempikiswano ukuba ungubani na
9,eh a moment please it is not about who won or lost not when it did not meet the of a debate not when or on state of education cost of living government apathy experienced by were not fully,i-eh
10,like i keep saying do not debate the there is no civil discourse in which to prevail,njengayo ndihlala ndisithi musa ukubhekisa kuyo akukho ntetho yoluntu ukuba iphumelele
11,a very rare photo of seen leaving the debate,ifoto enqabileyo yokubona ishiya impikiswano
12,what to for each of of the debate shoddy debate insert as a moderator next week,yintoni nganye kwingxoxo-mpikiswano yengxoxo ye-teddy faka njengemodareyitha kwiveki ezayo
13,_fatal _of_debate _felinemenace _s _dr _damn_muteki _clarkej rape stop,_fatal _of_debate _ilinemenace _s _dr _mdn_muteki _clarkej rape
14,only and propagandist do perform better in debate so for this reason will perform better and remember do have sweet for his or her and here people are the,kuphela kunye nosasazi olwenza ngcono kwingxoxo-mpikiswano ukuze senze ngcono kwaye sikhumbule ukuba sinencasa kwaye napha abantu
15,everyday on this people debate doing nothing for the people they claim to love from to and it is selfish irresponsible and distasteful,yonke imihla kwaba bantu kuxoxwa ngapha nangapha abantu abathi bathandane kwaye kukuzingca ngokungakhathali kwaye kungathandeki
16,deep state and the media really for to attend the debate with the intention to embarrass them but the bluff and used the platform to bash properly next time when they say no to the debate,imeko enzulu kunye namajelo eendaba ngokwenene ukuze baye kwingxoxo ngenjongo yokufumana iintloni kodwa i-bluff kwaye isebenzise iqonga le-bash ngokulandelayo xa esithi hayi kwingxoxo
17,when the debate is lost slander becomes the tool of the loser,xa impikiswano ilahlekile iba sisixhobo somntu olahlekileyo
18,why the tweet after lead in preferred running mate on debate fair,kutheni le nto i-tweet emva kokuba ikhokele kwiqabane elithandayo
19,no yeah u should its honestly fun like i put effort into it i am the head captain of the speech and debate team its,hayi yeh kufuneka ube mnandi ngokunyaniseka njengoko ndibeka umzamo kuyo ndingumphathi wentloko yentetho kunye neqela lengxoxo
20,been seeing parliament for two days these same are shouting and the house even after the chair agreed for on inflation and other are smaller who want debate all for their,besithi ukubona ipalamente ngeentsuku ezimbini ezifanayo ziyakhwaza kunye nendlu kwanasemva kokuba isitulo savuma ukunyuka kwamaxabiso kwaye ezinye zincinci ezifuna ukuxoxwa
21,without a doubt the cross but my with the star of have made it an interesting debate maybe in a month i experiment by a cross and taking a sample size of the of both in the same environment,ngaphandle kwamathandabuzo umnqamlezo kodwa ngenkanyezi ye-chirte yenze ingxoxo-mpikiswano mhlawumbi ngenyanga endiyivavanyayo ngomnqamlezo kwaye ndithathe ubungakanani bemodeli yendawo enye
22,spent his to ask for a more objective debate did the same the seem to be on a mission which an easy time cause it is easy to know what they will be,wachitha eyakhe ukuba acele ingxoxo-mpikiswano ngakumbi ukuba kubonakale ukuba kubonakale ukuba lixesha elide kubangela ukuba kulula ukuba kuya kuba yintoni
23,gubernatorial shown shift from hitherto to of was intense civil he latter spent time on outgoing president who was not part of the debate,i-gubernatorial ebonisiweyo ukusuka kude kube yeyoku-hitteto yeyokugqibela yayichithe ixesha eliphambili kumongameli ophumayo owayengeyonxalenye yengxoxo
24,it is good you have to know you do not have even before the presidential debate,kulungile ukuba uyazi ukuba awunayo naphambi kokuba kwenziwe impikiswano kamongameli
25,this was my moment of the debate i like people who speak straight that is how you get the most intellectually benighted to hear and understand you,lo yayingumzuzu wam wengxoxo ndithanda abantu abathetha ngokuthe tye le yindlela ofumana ngayo olona ncedo lokuqonda kwaye luqonde
26,_h _ true the whole debate he had to mention his name,_h _ yinyani impikiswano yonke kwakufuneka ikhankanya igama lakhe
27,not his deputy after yesterday is debate,ayisiyo isepam yakhe emva kwengxoxo
28,what people are forgetting is that a debate is not,into abalibalayo abantu ukuba impikiswano ayikho
29,what i most about the deputy presidential debate is that i watched it with my mother and my son he was us amazing in between see through,yintoni endiyintloko yesekela-mpikiswano kamongameli kukuba ndiyibukele nomama nonyana wam wayengamangalisa phakathi kwabo
30,_singular have an opinion poll now we see the of yesterday is debate why are you so afraid,_ukulalela nge-prolly yoovimba ngoku sibona i-5 izolo impikiswano kutheni woyika kakhulu
