,src,trg
0,on reaching k on to k with little i could not come up with better to congratulate but i am really happy for you and hope to catch more of your,on reaching k on to k with little i couldn't come up with better to congratulate kambe ndzi tsakile swinene eka wena naswona ndzi na ntshembo wo khoma swo tala swa wena .
1,where is he then was he at the cobra meeting or even the express and they are the worst of the worst in of,where is he was he at the cobra meeting or even the express and they are the worst of the worst in of .
2,finishing an awesome book is like saying farewell to good,ku heta buku yo hlamarisa swi fana ni ku vula ku nyenyetsa ku ya eka leswinene .
3,let s hope it s a farewell gathering,a hi tshekeni leswaku i nhlengeletano yo wisa .
4,it will only be a real farewell if the earth up and all those who attend every last one and good riddance,swi ta va ntsena ku wisa ka xiviri loko misava yi ri ehenhla ni hinkwavo lava nga ta va kona eka yin’wana ni yin’wana yo hetelela ni riddance leyinene .
5,this game today just win and part of me to avoid possible hypothermia and a loss but it s also cam s celebration and i for the farewell,ntlangu lowu namuntlha wu hlula ntsena na xiphemu xa mina ku papalata ku va na hypothermia leyi nga kotekaka na ku lahlekeriwa kambe it s also cam s celebration and i for the farewell .
6,as my mother left heaven cried his farewell in big of rain my mother poked her face out of a truck shouting con it was the first time she said she me and i feared it d be the last,loko manana a suka etilweni a rila ku wisa ka yena hi mpfula leyikulu manana u humesile xikandza xa yena ehandle ka lori a huwelela con a ku ri ro sungula a ku na mina naswona ndzi chava leswaku a ku ri ro hetelela .
7,i been in choir classes all my life grade school through high school at my high school graduation i stood at the front of my graduating class with fellow of mine and we sang a bittersweet farewell before our truly music was my passion my drive,ndzi vile etlilasini ya khwayere xikolo xa mina hinkwaxo xa giredi ya vutomi ku ya fika exikolweni xa le henhla exikolweni xa mina xa le henhla xa ku thwasa ndzi yime emahlweni ka tlilasi ya mina yo thwasa na fellow ya mina naswona hi yimbelele ku wisa loku vavaka ku nga si va vuyimbeleri bya hina bya ntiyiso a ku ri ku navela ka mina ku famba ka mina .
8,interested to see what is on the bill as assuming that the tax payer will be paying for this farewell party,va tsakela ku vona leswi nga eka xibalo tanihi ku ehleketa leswaku muhakeri wa xibalo u ta va a hakela eka ntlawa lowu wo wisa .
9,and let is not forget the humiliating farewell speech the one who cannot be made for former been on the rw is radar for quite some time they just want to prove there are no  am' by humiliating him that is it that is the tweet,naswona a hi rivalanga nkulumo yo nyenyetsa leyi khomisaka tingana loyi a nga endleriwangiki khale a ri eka rw i radar nkarhi wo leha swinene va lava ku kombisa ntsena leswaku a ku na am' hi ku n'wi tsongahata sweswo hi swona leswi nga tweet .
10,we are the who should be holding a farewell party,hi hina who va fanele va ri ku khomeni ka vandla ro wisa .
11,such a funny match master class hazard an all timer then saying it was a farewell screamer the foul,match master class ya match yo hlekisa swonghasi hazar all timer then a vula leswaku a ku ri ku rhundza ka xichavo the foul .
12,farewell,lelana
13,do also leave the out from their tour who they want sold i do not see an issue with them on tour to give them a farewell you show the respect can still communicate internally that they will not be used next season should look elsewhere,do also leave the out from their tour loyi va lavaka ku xavisiwa a ndzi voni mhaka na vona eka tour ku va nyika farewell u kombisa leswaku xichavo xa ha kota ku vulavurisana endzeni leswaku a va nge tirhisiwi eka nguva leyi taka va fanele ku languta kun'wana
14,yes no maybe bae studio farewell song on the set of monster red velvet irene kim and for w min,ina hayi kumbexana bae studio farewell risimu eka sete ya monster red velvet irene kim na for w min
