,src,trg
0,great job farewell,ntirho lowukulu wo wisa .
1,i just to see in las for his final farewell,mina ntsena ku vona e las eka ku wisa ka yena ko hetelela .
2,you can feel the love and passion while reading roca is farewell message to roca is lewy is is pathetic,u nga twa rirhandzu na ku navela loko reading roca yi ri farewell message to roca is lewy is is pathetic .
3,_witch farewell old friend,_witch farewell munghana wa khale .
4,not doing his job once again,ku nga ha endli ntirho wa yena nakambe .
5,should quit politics permanently and sing this farewell song,u fanele a tshika tipolitiki hi laha ku nga heriki ivi a yimbelela risimu leri ro wisa .
6,pen emotional farewell message to,pen emotional farewell rungula ro ya eka .
7,farewell to the class s leaving street for the last time,farewell to the class s ku suka exitarateni ro hetelela .
8,finally down an annoying fly that was in my room since yesterday it three from the electric racket but to hit it when it fell farewell my old rival,eku heteleleni ehansi ka ximanga lexi hlundzukisaka lexi a xi ri ekamareni ra mina ku sukela tolo it three from the electric racket kambe ku xi ba loko xi wela ku wisa muphikizani wa mina wa khale .
9,since it won t break any he won t come back he is basically doing a farewell tour now,since it won t break any he won t come back u basically u endla farewell tour sweswi .
10,farewell i the dramatic can not believe this fandom made me not just watch but have about,farewell i dramatic a yi nge tshembi leswaku fandom leyi yi ndzi endle ndzi nga hlaleli ntsena kambe ndzi na about .
11,farewell to her father a soldier who was at the age of as he was was covering the withdrawal of his unit from,ku wisa tata wa yena socha leri a ri ri na malembe ya tani hi leswi a ri karhi a hlanganisa ku humesiwa ka yuniti ya yena eka .
12,classic snout in trough the very fact that is a tax payer funded house that this very much is relevant to how much more exploitation must this nation take dirty,classic snout in trough the very fact that is a tax payer funded house leswaku leswi ngopfu swi fambelana na leswaku tiko leri ri fanele ku tirhisa mali yo tala ku fikela kwihi.
13,i just to see in las for his final farewell,mina ntsena ku vona e las eka ku wisa ka yena ko hetelela .
14,_politics no time for a meeting on the heat wave but time to waste on a photo and to plan his resignation dis list farewell party at time to pull the ejector seat handle on and get him out of the cockpit,.
15,currently the railway there the funds to overhaul the locomotive so lord fisher will take a well rest whilst funds are,sweswi xiporo xa kona mali yo lulamisa xitimela xa xitimela leswaku lord fisher yi ta teka ku wisa kahle loko mali yi ri .
16,yeah no fighting farewell my dear but there can only be one,yeah no fighting farewell my dear kambe ku nga va na yin'we ntsena .
17,until his next farewell tour,ku fikela eka riendzo ra yena leri landzelaka ro wisa .
18,this to be the most farewell message i have ever read,leri ku va ku ri rungula ro wisa swinene leri ndzi tshameke ndzi ri hlaya .
19,ah let is put on a show of suffering i will lead you astray in the wavering dark ah i am but a lonely pierrot for once this enchanting night with the break of dawn i will have to say farewell,ah let is put on a show of suffering ndzi ta mi hambukisa eka wavering dark ah i am but a lonely pierrot for once this enchanting night with the break of dawn ni ta boheka ku farewell .
20,just finished and the fight for peace and found it an exceptional read particularly the description of s visit to a solid book following s farewell,just finished and the fight for peace naswona yi kume ku hlaya loku hlawulekeke ngopfu-ngopfu nhlamuselo ya s rendzo eka buku leyi tiyeke endzhaku ka s farewell .
21,the farewell performance hope does not break down in,ntshembo wa ku tlanga hi ku wisa a wu tshovi hi .
