,src,trg
0,on reaching k on to k with little i could not come up with better to congratulate but i am really happy for you and hope to catch more of your,ho fihlela k ho ho k ho k sem ho k sempul ha ke khone ho tla ka ho feta ho ba lebohang empa ke ts'epa ho hapa ea hau hape
1,where is he then was he at the cobra meeting or even the express and they are the worst of the worst in of,joale o ne a le teng kopanong ea cobra kapa a lipontšo 'me ke tsona tse mpe ka ho fetisisa ho tsa
2,finishing an awesome book is like saying farewell to good,ho qeta buka e makatsang ho tšoana le ho thoe e le hantle
3,let s hope it s a farewell gathering,let s tšepo e ntse e bokellana
4,it will only be a real farewell if the earth up and all those who attend every last one and good riddance,e tla ba ntho e sa reng letho feela haeba lefatše le nyoloha le bohle ba eang ho fihlela le ho qetela le le letle
5,this game today just win and part of me to avoid possible hypothermia and a loss but it s also cam s celebration and i for the farewell,papali ena kajeno e hlola le karolo ea 'na ho qoba hypothermia e ka ba teng le tahlehelo empa ke ea mokhelo
6,as my mother left heaven cried his farewell in big of rain my mother poked her face out of a truck shouting con it was the first time she said she me and i feared it d be the last,ha mme oa ka a tloha leholimong o ile a lla haholo ka pula ea ka e ne e le lekhetlo la pele a e-na le lefu la ho qetela
7,i been in choir classes all my life grade school through high school at my high school graduation i stood at the front of my graduating class with fellow of mine and we sang a bittersweet farewell before our truly music was my passion my drive,ke ne ke le sehlopheng sa ka lethathamong la sekolo se phahameng ka lebaka la lengolo le phahameng la sekolo ke ile ka ema ka pele ho sehlopha sa ka se nang le bothata ba ka
8,interested to see what is on the bill as assuming that the tax payer will be paying for this farewell party,e rata ho bona se ka har'a bili e ntse e nka hore mofani oa lekhetho o tla patala mokete ona oa ho fetisoa
9,and let is not forget the humiliating farewell speech the one who cannot be made for former been on the rw is radar for quite some time they just want to prove there are no  am' by humiliating him that is it that is the tweet,"'me u se ke oa lebala puo e tlotlollang ea ho nyahlatsa eo pele e neng e ke ke ea etsetsoa ka nako e itseng, ba batla ho paka ka nako e itseng' ka ho mo nyenyefatsa joalo ka tweet"
10,we are the who should be holding a farewell party,ke rona ba lokelang ho ba le mokete oa boea
11,such a funny match master class hazard an all timer then saying it was a farewell screamer the foul,e joalo e qabolang e qabolang ea sehlopha sa master
12,farewell,farewell
13,do also leave the out from their tour who they want sold i do not see an issue with them on tour to give them a farewell you show the respect can still communicate internally that they will not be used next season should look elsewhere,"hape, etsa hore ke tsoe tepelong ea bona eo ba batlang ho e rekisoa ha ke bone bothata le bona ho ba fa tlhompho ea bona e ka shebang nako e 'ngoe"
14,yes no maybe bae studio farewell song on the set of monster red velvet irene kim and for w min,"ee che, mohlomong baale studio farewell"
15,it was not quite a golden farewell for but it was still a moment she will never forget,e ne e se mokhoa o monate oa khauta o neng empa e ne e le nakoana a ke keng a lebala
16,while bojo at his farewell party his are an emergency cobra meeting for the oncoming that is sure to kill of not potentially of very vulnerable people so your,ha a le bo-mokheng oa hae oa bo-ralipolotiki oa hae oa bo-ralilatopo oa cobra bakeng sa o tlang o tla bolaea batho ba bang ba hlaselehang habonolo
17,stay up all night today again with my wide open like a zombie i am looking for it the omen of farewell in our,lula bosiu bohle kajeno hape ka ho phatloha ka ho phatloha joaloka zombie ke e batla e le eona omen ea ho fetisoa ke rona
18,did you miss any of the day action in we have got you covered with our world recap great not so much and felix is golden farewell turns to bronze plus an interview with after his travel nightmare,na o hlolohetsoe ketso efe kapa efe ea letsatsi ho rona ho na le ho koaheloa ke lefatše la rona le leholo haholo le felixe
19,farewell o lovely bard and farewell o lovely dragon would that we had met in a different time and place to meet to song and dance together,farewell o love e ntle le ho fetisa drakone e ntle e ka ba teng ka nako e fapaneng le ho ea kopana le pina le ho tants'a
20,_charan_chay before movie reach farewell song reach,_charan_charan pele movie o fumana pina ea ho fumana
21,spend some time around and you re bound to hear some griping about hosting an event of this magnitude but s farewell on proved why hayward field is the perfect backdrop for track s biggest,qeta nako e itseng ho potoloha 'me u tlameha ho utloa ho hapa ketsahalo ea boholo bona ka lebaka la ho panya ha tšimo e phethahetseng bakeng sa pina e kholo
22,_j oh sure farewell n'wah,_j oh oh oh oh oh tiisetso e felletseng n'wah
23,_farewell the super hydraulic transporter will,_zarewell tsamaiso ea super hydraulic e tla
24,holding farewell party at grace and country estate this weekend lots lots of from the embassy will also be in attendance with their kilo gift bet stoma will be there as well,ho tšoara mokete oa mafetoatsi ka mohau
25,a farewell for at,ho rata ho
26,johnson is farewell actually it is the wedding party,johnson e hlile e hlile ehlile ke mokete oa lenyalo
27,following out bad batty rider i will be the of the night the best of house and dance from am beautiful people out because tonight is going to be a movie tonight am farewell,ho latela rider e botle ke tla ba le bosiu ba ntlo le motjeko o motle ho batho ba motle hobane bosiung bona bo tla ba movie
28,_farewell hilariously bad,_zarell e monate haholo
29,game today and a farewell to a legend,papali kajeno le mokhoa oa ho ba le mohlahla
30,farewell good may you find your worth in the waking world,"farewell hantle, na u ka fumana bohlokoa ba hau lefatšeng la ho tsoha"
31,so from a wedding party to a farewell party right got it,kahoo ho tloha moketjaneng oa lenyalo ho ea moketjaneng oa mofuta o mong le o mong
32,so far what s a few hundred more when you fancy another party holding farewell party at grace and country estate this weekend politics news sky news,ho fihlela joale ke eng e 'maloa ho feta moo u ratang mokete o mong oa ho tšoara mokete oa bo-ralitane le naha
33,breaking barcelona have the machine from received farewell from his bayern is in today is training session have made one of the best of the season,ho roba barcelona ho na le mochini o tsoang ho bayern oa hae oa ho ikoetlisa o entse e 'ngoe ea nako ea selemo
34,count me out i can t make it whatever the day holding farewell party at grace and country estate this weekend,nketsetse hore na nka e etsa eng kapa eng eo letsatsi le tšoereng mokete oa hau ka mohau le naha le le beke
35,i was let love and thunder be my farewell to the but if the are anything to go by i don t think i bother marvel even can t be to make a good movie for you,ke ne ke tlohella lerato le lialuma e le mokhoa oa ka oa ho ba empa haeba ho na le letho leo ke ka nahanang hore ke tla ba le filimi e ntle ho uena
36,a bronze on her farewell at world,bronze ka mokhoa oa hae o le mong lefatšeng ka bophara
37,i hope my invitation lost in the post,ke ts'epa hore memo ea ka e lahlehile ka poso
38,_muzi _farewell love you lord,_muzi _sarell o u rata
39,missing a cobra meeting should we be no doubt will be there getting at our expense,ho lahleheloa ke seboka sa cobra ha ho na pelaelo hore re tla ba teng ka litšenyehelo tsa rona
40,a bronze on her farewell at world,bronze ka mokhoa oa hae o le mong lefatšeng ka bophara
41,her farewell speech was well and poignant do not quit and i am no quitter because i quit before i quit so i leave knowing that i quit quietly without quite thank you,"puo ea hae ea bophelo bo botle e ne e se hantle ebile e sithabetse, ha ke tlohele hobane ke tlohela ho tseba hore ke tla khelosa ka khutso ntle le hore ke tlohele ka khutso ntle le leboha"
42,_c_oneil they be taking on a farewell tour to delay the deposition indefinitely out of love and respect,_c_nonel ba ntse ba nka leeto la botšehali ho liehisa ho lekanyetsoa ka mokhoa o sa lekanyetsoang ka lerato le tlhompho
43,today is the day i be for out bad batty rider at for the queer party of the summer i be all night today farewell,kajeno ke letsatsi leo ke bitsang mopalami e mobe bakeng sa mokete oa queer oa lehlabula ke tla robala bosiu kajeno
44,in and non individual is bigger than the institution farewell _official you will not achieve more not even close of what you did in because it is about the team always,ho se mathomo ho hoholo ho feta ho fana ka setheo ho tsoa ho setheo _official u ke ke ua khona ho ba haufi le bona hobane sehlopha se lula se le teng
45,i hate farewell for making me cry,ke hloile takatso ea ho etsa hore ke lle
46,respect this absolute legend hopefully he will have the best farewell season ever the only of his kind happy birthday earth is axis,hlompha sena se felletseng ka tšepo o tla ba le nako e ntle ka ho fetisisa e kileng ea ba le nako e ntle ea letsatsi la tsoalo ea letsatsi la tsoalo e monate ke axis
47,the beast of the bog on my door today he like foxberry he came after me farewell,sebata sa bog monyako oa ka kajeno o rata foxberry o ile a nteba
48,the sheer confidence had before the game was priceless gave the farewell fatality,ho ba le kholiseho e ntle pele papaling e ne e le hore ba ka ba le tšoaetso ea bohlokoahali e ile ea shoa
49,want to bet that it s just his first farewell party,batla ho becha ke ho beoa ke mokete oa hae oa pele
50,and now with this i will finally be alone farewell my one and only,'me joale ke tla ba ka nako eo ke tla beng ke le mong hore ke fane ka' ngoe le e 'ngoe feela
51,a farewell to arms,ho rata libetsa
52,us were more about hazard dropping a on his farewell than the result hilarious day man,rona re ne re le mothating oa kotsi ho tloha ha a le mothating oa hae ho feta ka lebaka leo e leng motho ea monate oa letsatsi
53,is this the wedding party that into the farewell party what is it with this guy and,na ke mokete oa lenyalo oo o khethang mokete oa mofuta o feng le monna enoa le
54,eriksen is farewell message to brentford is,elikssen ke molaetsa oa bo-rawwell ho brentford ke
55,it was for farewell,e ne e le molemong oa
56,but we will never stop because of him if he to jump ship farewell,empa ha ho mohla re ke keng ra khaotsa ka lebaka la hae haeba a tlolela sekepe sa sekepe
57,_farewell cat in the hat was,_zarewell kati katikong e ne e le
58,by kit malthouse apparently since it is is hosting a farewell party at,ka ho honotha haholo ho bonahala eka o amohela mokete oa bo-mokhelo ho
59,i will write an apology farewell letter tomorrow,ke tla ngola lengolo la ho kopa tšoarelo hosane
60,to see in las for his final farewell,ho bona ho las bakeng sa hau ea ho qetela
61,this is not my life it is just a farewell to a friend,sena ha se bophelo ba ka bo se ke ba rata motsoalle
62,farewell ceremony,mokete oa farewell
63,_mamavale thank you so much i hope i was able to catch the moment of a farewell in a picture as a memory for and cheer her up,_mamavale ke leboha haholo
64,martin is farewell to your extensive plastic surgery while necessary was a mistake,martin o batla ho buoa ka polasetiki ea hau e pharaletseng ha e hlokahala e ne e le phoso
65,enough food for the to feast no no farewell rest in piss,lijo tse lekaneng bakeng sa mokete oa mokete o se na phomolo ea hau ea piss
66,he s at this the prime minister is not an emergency cobra meeting on the national emergency as he for his farewell do at the country estate which an indoor swimming pool and of of grounds,o moruti tonakholo e se seboka sa boemo ba naha ea naha ea naha ka hore a se ke a etsa letamo la ho sesa le ho feta
67,was shamed into not a wedding celebration at so he decided to get round it by a 'farewell party' at our expense instead while a cobra meeting there are no he will not go to morally bankrupt but taxpayer,"e ne e se mokete oa lenyalo ka hona o ile a etsa qeto ea ho e pota-potile ka mokhoa oa ""sarewell"""
68,is there any farewell to,ho na le mokhoa o mongata ho
69,cheerio farewell batch of k,cheerio farewell sehlopha sa k
70,is coming for that gave him after his farewell match,ea tla ea mo fa eona ka mor'a papali ea hae
71,farewell to you unfulfilled leave all your sadness and pain behind in here and someday i turn your beautiful into song that is if i can remember to do so,e sa khotsofatse ho tloha ho masoabi a hau le bohloko ba hau kaofela le ka letsatsi le leng ke tuka se setle haholo ke hore ha nka hopola ho etsa joalo
72,no public money involved venue free gratis snout still in the trough,ha ho chelete ea sechaba e amehang wired free gratis slis snout e ntse e le ka har'a sejana
73,hopefully it will not be a farewell but rather a see you later is an amazing place to develop the research for the future surrounded by amazing people both and maybe we can celebrate this,ka tšepo e ke ke ea hlola e le mokhoa o motle empa ho e-na le hoo u tla u bona hamorao ke sebaka se hlollang sa ho nts'etsapele lipatlisiso tse pota-potiloeng ke batho ba makatsang mme mohlomong re ka keteka sena ka bobeli
74,whose paying for johnson is farewell party at i think we should be told,eo ho patatsang ho pata ea johnson ke mokete oa hau oa ho nahana hore re lokela ho bolelloa
75,farewell love and thunder you won t be,lerato le farewell le thunder o hapile
76,i hate who announce retirement and then don t follow threw after a farewell season,ke hloile se phatlalatsang ho tlohela mosebetsi ebe o qeta ho soetse ka mor'a nako ea sethala
77,farewell,farewell
