,src,trg
0,celebration at visit of miss second runner up celebrated with great hon'ble also the occasion,umkhosi lapho u-miss second runner up wagubha nge-great hon'ble futhi umcimbi
1,workman s turned ten at the height of the pandemic so two later the club are finally marking the occasion,i-workman's yaphenduka ishumi ekuphakameni kobhubhane ngakho-ke amakilabhu agcina ngokumaka umcimbi
2,_ and got the digs and nearly on more than one occasion good times,_ futhi uthole ama-digs futhi cishe esikhathini esingaphezu kwesisodwa izikhathi ezimnandi
3,today we been married for twenty it s a celebratory occasion and i am of the love we have that said no one had to codify our union it s love is love,namuhla sishade iminyaka engamashumi amabili nat sa umcimbi futhi ngingothando esikushoyo ukuthi akekho umuntu obekumele ahlanganise inyunyana yethu uthando luthando
4,no but count it as an occasion can t wait for next weekend for season to begin,cha kodwa zibale njengethuba kungaba yini ukulinda ngempelasonto ezayo ukuze iqale isizini
5,no he s not he s bloody awful the man can t answer a question and on the rare occasion he does it s with a lie,cha akanazo igazi elibi kakhulu indoda lingaphendulwa umbuzo kanye nasesikhathini esingandile akwenzayo ngamanga
6,some will rise to the occasion some will fall may the best man win,ezinye zizovuka emcimbini ezinye zizowa sengathi umuntu ongcono kakhulu
7,mario is are the perfect gift for any occasion,umario uyisipho esihle sanoma yisiphi isikhathi
8,team distributed food and to people on occasion of  is birthday wishing you a very happy prosperous birthday ma'am have a wonderful year ahead,iqembu lasabalalisa ukudla nakubantu ngezikhathi ezithile zokuzalwa ngikufisela usuku lokuzalwa oluhle kakhulu lwe-ma'am lunonyaka omuhle kakhulu ozayo
9,the difference is that in one occasion i am involuntarily myself because i want to be more like that character i love so much and in the other one i would be forcing myself to act look differently to make someone else happy one thing i am sure of myself is that i can not,umehluko ukuthi ngesinye isikhathi ngingenxa yami ngokuzithandela ngoba ngifuna ukufana nalo mlingiswa engibathanda kakhulu futhi kwesinye isikhathi ngizobaphoqa ukuthi ngikwazi ukwenza into ehlukile ehleni ukuthi angikwazi
10,_zee of course we need to schedule a tequila shot for when we get off work i got on deck since it is a special occasion,_zee yebo sidinga ukuhlela i-tequila shot ngoba lapho siphuma emsebenzini ngithole emphemeni ngoba kuyisikhathi esikhethekile
11,the only one actually dressed for the occasion leave him alone,okuwukuphela komuntu ogqoke umcimbi umshiya yedwa
12,greeting for every occasion and he them to crew instead of just sending in he will send a get well card it is your birthday he will send you a birthday card it is also how he when it is time for him to get a physical,ukubingelela ngaso sonke isikhathi futhi waba babambe iqhaza esikhundleni sokuthumela nje kuzo bazothumela i-great card kulusuku lwakho lokuzalwa luzokuthumela khona futhi ukuthi sekuyisikhathi sokuthi athole kanjani ngokomzimba
13,same but on this occasion and increasingly over the last couple of its a brick wall,okufanayo kepha kulokhu kuqhubeka ngokwengeziwe ngaphezulu kombhangqwana wokugcina odongeni lwezitini
14,a nice occasion i hope the he was wearing a mask as he said it otherwise he could be as just a hypocrite labour hard for lifting the mask mandate too early,isikhathi esihle ngithemba ukuthi wayegqoke imaski njengoba eshilo ngenye indlela ukuthi angaba ngumzenzisi nje kanzima ngokuphakamisa i-mask
15,why as an adult are you going to the sugar factory for any occasion,kungani ngisemdala uya efektri kashukela nganoma yisiphi isikhathi
16,of on an occasion of public ceremony is not fair to secularism,esikhathini somkhosi womphakathi akulungile kuhulumeni
17,_priestess they had to set us up extra crispy for this occasion what can i say,_priestess kwakumele basihlele i-crispy eyengeziwe yalokhu engingakusho
18,weel dun doctor bit ye a bit o as it wis a special occasion,weel dun dovere wear we kancane o njengoba i-wis it a special umcimbi
19,happy birthday childe once you are free from your today perhaps we can spend some time together at the beach miss director went out of her way to get me a new swimsuit for this occasion so i do hope it is not too much if i decided to wear it art,happy birthday childre uma ukhululekile namuhla mhlawumbe singachitha isikhathi sinye ndawonye e-beach miss director baphume endleleni yakhe yokubhukuda kulesi senzakalo ngakho-ke ngithemba ukuthi akuyona into enkulu kakhulu uma nginqume ukugqoka kungobuciko
20,so this is what it when the ground suddenly under foot twice in her occasion,ngakho-ke yilokhu lapho umhlabathi ungazelelwe unyawo ngaphansi kwesikhashana sakhe
21,my late your every occasion they to find a in that envelope or else after my i was going through her and discovered she had saved them all,ngasekupheleni kwami ​​isikhathi sakho ngasinye lapho bathola khona imvilophu noma okunye ngemuva kokumthola ngaye ngathola ukuthi ubesindisile bonke
22,to be a strong case for those rare occasion where good policy good politics,ukuba yicala eliqinile kulezo zikhathi ezingavamile lapho inqubomgomo enhle yezepolitiki ilungile
23,the still believe there s a three word slogan for every occasion,okwamanje kukholwa lapho s slogan ezintathu kuso sonke isikhathi
24,_of_kings where is chasuble worn to occasion if not to celebrate mass this is a total messy stunt they,_af_kings lapho chashuku kugqokwa khona uma kungenjalo ukuzogubha isisindo lesi yi-stunt engcolile ephelele
25,_obrian i am trying to imagine something that is not possible portable to perform in this type of occasion,_obrian ngizama ukucabanga okuthile okungakwazi ukuphathwa okufanele kwenziwe kulolu hlobo lwesikhathi
26,you are dressed for this special occasion penny hope you get some hot dog today enjoy,ugqoke lo mcimbi okhethekile upenny ngithemba ukuthi uthola inja eshisayo namuhla ukujabulela
27,are for the first time spending more on mezcal and than on u s made by they will likely supplant as the liquor category what is your adult beverage of choice i like vodka soda lime with dinner on occasion,ngokokuqala ngqa ukuchitha okuningi ku-mezcal nangaphezu kwe-u eyenziwe yi-usen azobenza ngesikhathi sesibonelelo sakho sokufunda i-vodka soda lime ngesidlo sakusihlwa kusihlwa
28,just had a fascinating encounter at the monument a man comes up with a and it in the direction of the site i what the occasion was and he said something along the of the land for our lord with a,ukuhlangana nje okuhehayo esikhumbuzweni indoda iza neyakho kanye nokuqondisa indawo yimi ukuthi le nzakalo okwakukhona futhi washo okuthile ezweni lethu ngenkosi yethu nge
29,nobody said anything about seek out good rise to the occasion,akekho owasho noma yini mayelana nokufuna ukusukuma okuhle kulowo mcimbi
30,if you have any for the affiliate celebration let me know here i know it is not the most special occasion but it the world to me and i do what i can for my community even if it embarrassing myself for d,uma uneminye yokugujwa okuhambisanayo ungazise lapha ngiyazi ukuthi akusona isikhathi esikhethekile kepha umhlaba kimi futhi ngenza engingakwazi ngomphakathi wami
31,_mafia he is a graduate of state poly,_mafia yena uthweswa iziqu zesikhulu sombuso
32,the shot some chaos i was also carrying those traffic cones in my tote bag for the occasion,ukudutshulwa kweziphithiphithi ngangiphethe nalezo zigaxa zomgwaqo esikhwameni sami se-tote kulowo mcimbi
33,lovely to see you maria and share the occasion with you,othandekayo ukukubona umaria futhi wabelane nawe
34,designate a regular quiet and keep it organized inspirational and clean meal prep and stay hydrated take advantage of being able to make a hot meal on occasion,qoka uthule njalo futhi ugcine kuhleleke ukudla okuphefumulelwe futhi okuhlanzekile kwe-prep kanye nokuhlala ama-hydrate kusizakale ukuze ukwazi ukudla okushisayo ngezikhathi ezithile
35,_sharma if thats true there is not much we can do because these reside in control the super and so advanced on many occasion poor suffer silently as their voice is not on many,_sharma uma lokho kuyiqiniso akukho okuningi esingakwenza ngoba lokhu kuhlala kulawule i-super futhi ethuthuke kakhulu emcimbini abaningi abampofu bahlupheka buthule njengoba izwi labo lingesithuli
36,not sure how many you due to fire crackers so many on the occasion of your show off birthday make her your brand ambassador for no fire crackers after her,ungaqiniseki ukuthi mangaki wena ngenxa yokuqhekeka komlilo abaningi kangaka emcimbini wakho wosuku lokuzalwa umenze inxusa lakho lomkhiqizo ngaphandle kwakhe
37,anywhere from ' to ' depending on the occasion,noma kuphi kusukela 'kuya' kuya 'ngokuya ngomcimbi
38,when i i was a truss supporter i to i am now back with truss sadly the on the whole do not go with who i like b t perhaps on this occasion they will,lapho ngingumxhasi we-truss umsekeli engingabuyanga manje nge-truss ngokudabukisayo kulo lonke ungahambi nobani engithanda ukuthi u-b t mhlawumbe
