,src,trg
0,summer vacation identity v x x wild pitch,i-summer vaud identity v x x witch yasendle
1,_bullet slight difference being that pogba is agent was constantly flirting with the idea of him leaving when injured decided to go a over the globe and also spending more time himself on social media than actually being on the pitch,_bullet umehluko omncane ukuthi i-pogba i-ejenti ibilokhu idlala ngothando ngomqondo ngaye ishiya lapho elimele inqume ukuhamba emhlabathini futhi iphinde ichithe isikhathi uqobo kwi-pitch
2,that the pitch went flat the for not supporting enough,ukuthi ipitch yahamba yayisithambekele kokungasekeli ngokwanele
3,_ out the side for the save and base rounded while the for being up and a guy with a pitch,_ ngaphandle uhlangothi lwe-gcina futhi isisekelo eliyindilinga ngenkathi ngisekuqaleni kanye nomuntu ophethe iphimbo
4,clearly talking rubbish as club are ahead of at moment on and off the pitch,ngokusobala ukhuluma imfucumfucu njengoba iklabhu ingaphambi kwesikhashana ivuliwe futhi icishiwe
5,_mushtaq ma sha very good and the target which was impossible on that pitch because sri works hard,_mushtaq ma sha sha kakhulu kanye nokugcinwa okungcono okungcwelekile ngokuphakathi kwakho kakhulu
6,_sport that is because he would be on the pitch first pick ya wee slag,_sport okungukuthi ukuthi uzoba sepitch okokuqala khetha i-wa wee slag
7,did you know you can order directly from my well you can and get free both murder at first pitch and concession stand are available now,ubuwazi ukuthi unga-oda ngokuqondile kusuka emthonjeni wami ungakwazi futhi ungaba mahhala bobabili ngokubulala okokuqala nokuma kwemvume?
8,like a trickster game welcome take the body of this creature where you do not have to work food is all the time living quarters medication aplenty good company you never have to sleep for food this pitch always work,njengomdlalo we-trickster wamukelekile thatha umzimba walesi sidalwa lapho ungafanele usebenze khona ukudla kuyisikhathi sokuphila isikhathi eside ungalokothi usebenze ngokudla lokhu kusebenza njalo
9,this guy is talented seen him in comfortable on any pitch against any bowler,lo mfo unethalente wambona ekhululekile kunoma yisiphi isigaxa kunoma iyiphi i-bowler
10,_killie they have got the pitch laid now before the ground even been built it to be there will be two of non stop work then six of nothing,_killie bane-pitch ebekwe manje ngaphambi kokuthi umhlaba waze wakhiwe ukuthi kube khona kuzoba nomsebenzi owodwa ongavikeleki kwabangu-7
11,oh god i put this out of my head but is really good at what he to be an voice the pitch he a lot of the accent its scary he does it when reading,ah unkulunkulu ngikukhiphe lokhu ekhanda lami kepha muhle ngempela ukuthi kufanele abe yizwi umphindisi omningi olwesabekayo uyakwenza lapho efunda
12,you risk when you do not pitch for a year and say you are still going to leave for more money than the million you are getting each of the next two,ubeka engcupheni lapho ungaqhubeki unyaka futhi uthi usazoshiya imali eningi kunesigidi uthola ngamunye olandelayo
13, is next event is on th to put in a pitch for are now open,umcimbi olandelayo u-th ukufakwa endaweni yokuphamba manje evulekile
14,s man city doing s man city the back pass the helpless the pitch invasion the slipping steward you have to feel for them,s ndoda idolobha elenza i-s ndoda idolobha emuva kudlula okungenakusiza ekuhlaselweni kwepitch umphathi oshelelayo kufanele uzizwele
15,find a couch for da gang but gon have to pitch in at dis point,thola umbhede we-da gang kodwa gon kufanele ungene ku-dis point
