,src,trg
0,the fall and farewell follow soon each again by a film on the band s channel out here hanging on a string holding so tight i feel everything out here with the rolling by i see your face as i wonder at the sky all i know do not let go hold that line,ukuwa nokuvalelisa kulandela maduze nje ngefilimu esiteshini se-band s ngaphandle kwalapha ngentambo ebambe kahle ngibona ubuso bakho lapho ngiyazi hamba ubambe lowomugqa
1,farewell party or wedding the man left in disgrace and let s just see how many attend,i-farewell party noma umshado indoda eshiywe ihlazo futhi ake sibone ukuthi bangaki lapho uya khona
2,farewell hello,sawubona sawubona
3,loose women is white farewell to star 'our loss is channel  is gain',abesifazane abahleliwe bangu-white farewell to star 'ukulahleka kwethu yisiteshi siyatholakala'
4,farewell _deepearth i will miss my old like the my only buddy from undergrad who s still at cal and the new like _kirkpatrick my star trek about buddy all the same,i-farewell _daeeseearth ngizokhumbula indala yami efana ne-umngani wami kuphela kusuka ku-undergrad oseseku-cal kanye ne-_kirkpatrick yami yenkanyezi yenkanyezi ye-buddy konke okufanayo
5,the community came together to give her a fitting send off,umphakathi wahlangana ndawonye ukumnika ukuhambisa okufanelekile
6,how many other sacked hold a farewell party on their employer s expense bloody charlatan,bangaki abanye abanamahloni babamba iqembu le-farewell kwizindleko zabo zegazi ucharlatan
7,i just to see in las for his final farewell,ngimane ngibone elas ngokuvalelisa kwakhe kokugcina
8,i m thinking maybe it s the wedding party they are hosting and not the farewell party,ngicabanga mhlawumbe yi-it s wedding party abasingathwa futhi hhayi iphathi yokuvalelisa
9,so they are calling it a leaving party instead of a party to celebrate their wedding they are still taking the mick,ngakho-ke bakubiza ngokuthi yiqembu elishiya elishiyekile esikhundleni seqembu lokugubha umshado wabo lisathatha amakitha
10,we bid a farewell to the legendary this with one of my all time with the great on ballard is winning,sifihla ukuvalelisa endabeni edume lokhu ngenye yesikhathi sami sonke nge-great on ballard iyanqoba
11,he s heartbroken in his farewell to his best friend,unenhliziyo yakhe ekuvuseleleni kwakhe kumngane wakhe omkhulu
12,this is a gross dereliction of duty could not give a about anyone but himself,lokhu kungukuphikiswa okukhulu komsebenzi akukwazanga ukunika noma ngubani ngaphandle kwanoma ngubani kodwa yena uqobo
13,community farewell to presentation,ukuvalelisa komphakathi kusethulweni
14,community farewell to presentation,ukuvalelisa komphakathi kusethulweni
15,after good morning after farewell there was nothing there was nothing,ngemuva kokusa ngemuva kokuvalelisa kwakungekho lutho lapho kwakungekho lutho
16,how is he holding a farewell party his party t even like him is his guest list literally going to just be and,ubambe kanjani iphathi yokuvalelisa iqembu lakhe ngisho naye lifana naye uhlu lwakhe lwezivakashi ngokoqobo kuzoba nje futhi
17,the prime minister is not an emergency cobra meeting on the national emergency as he for his farewell do at,undunankulu akayena umhlangano wezimo eziphuthumayo kwisimo esiphuthumayo sikazwelonke njengoba efuna ukuvaletha kwakhe e-
18,jimmy farewell,jimmy farewell
19,while the not very united kingdom bozo cannot be to be at a cobra meeting instead he s a leaving party for himself bless holding farewell party at grace and country estate this weekend,ngenkathi i-bozo yombuso enobunye obungeyona enkulu kakhulu ngeke ibe khona emhlanganweni we-cobra esikhundleni sesi-sesi sesibili esisekelwe iqembu lokuvalelisa egrace nasezindaweni zezwe kule mpelasonto kule mpelasonto
20,he is a farewell party at as usual he is showing his,uyiphathi yokuvalelisa njengoba ejwayelekile ekhombisa eyakhe
21,ah he is so deserving of a taxpayer funded bash holding farewell party at grace and country estate this weekend,ah ufaneleka kangaka lomkhokhi wentela exhaswe yi-bash hold farewell parlewell egrace nasezindaweni zezwe kule mpelasonto
22,busy a farewell party at,umatasa ephathini yokuvalelisa
23,i it when we t hear about leaving the club until their farewell or is it just me that suspense and heartbreak,mina lapho sizwa ngokushiya ikilabhu kuze kube yilapho kufanelekile noma kungenxa yami lokho kungukuthi lokho kusola nokuhlukumezeka kwenhliziyo
24,holding farewell party at grace and country estate this weekend,iqembu le-farewell eliphethe egrace nasezindaweni zezwe kule mpelasonto
25,during a holding farewell party at grace and country estate this weekend,ngesikhathi seqembu elibambelele egrace nasezindaweni zezwe kule mpelasonto
26,bye bye you useless twat,bye bye ongenamsebenzi we-twat ongenamsebenzi
27,so he could not have his wedding party there so he one anyway and it a farewell party,ngakho-ke wayengeke akwazi ukuba nephathi lakhe lomshado lapho ukuze kulowo muntu futhi abe yiqembu lokuvalelisa
28,farewell work gathering,ukuhlangana komsebenzi wokuvalelisa
29,the prime minister is not an emergency cobra meeting on the national emergency as he for his farewell do at,undunankulu akayena umhlangano wezimo eziphuthumayo kwisimo esiphuthumayo sikazwelonke njengoba efuna ukuvaletha kwakhe e-
